scene_id,im_id,obj_id,score,R,t,time
48, 1583, 19, 1, -0.7773778438568115 -0.6289582252502441 -0.009771504439413548 0.22202663123607635 -0.28888773918151855 0.9312616586685181 -0.5885473489761353 0.7217724323272705 0.3642203211784363 , -74.45047795772552 126.75435841083527 917.5614714622498, -1
48, 1583, 20, 1, -0.4005005955696106 -0.9112314581871033 0.09620938450098038 -0.21867670118808746 -0.006911901757121086 -0.9757727980613708 0.8898200392723083 -0.4118364453315735 -0.19649681448936462 , -97.70870208740234 128.07205319404602 921.3466644287109, -1
48, 1586, 1, 1, 0.9849772453308105 0.1266290694475174 0.11740941554307938 0.14411382377147675 -0.22819840908050537 -0.9628897309303284 -0.09513715654611588 0.9653447270393372 -0.243019238114357 , 91.74065291881561 65.11414796113968 1040.1294231414795, -1
48, 1586, 6, 1, -0.9041668772697449 -0.4151838421821594 0.10052134841680527 -0.17561028897762299 0.14674800634384155 -0.973460853099823 0.3894139528274536 -0.8978235721588135 -0.2055952250957489 , 54.548051208257675 130.17255067825317 971.1502194404602, -1
48, 1586, 14, 1, 0.9238117337226868 0.3717019855976105 0.0917029157280922 0.17175641655921936 -0.18831303715705872 -0.9669737219810486 -0.34215712547302246 0.9090522527694702 -0.23780803382396698 , 109.92048680782318 -31.76272287964821 1011.1963748931885, -1
48, 1586, 19, 1, -0.7195466160774231 -0.09049110859632492 0.6885232329368591 -0.10831499099731445 0.9939635396003723 0.01743909902870655 -0.6859450936317444 -0.06202908605337143 -0.7250046730041504 , 148.38920533657074 80.84123581647873 984.3152761459351, -1
48, 1586, 20, 1, -0.7036224603652954 0.7094131708145142 0.04059945419430733 -0.1820530891418457 -0.23520654439926147 0.9547432065010071 0.6868565082550049 0.6643877625465393 0.2946473956108093 , 36.85488551855087 118.41835081577301 1017.3088312149048, -1
48, 1587, 1, 1, 0.9817105531692505 0.1403692215681076 0.12861190736293793 0.15697640180587769 -0.2145976722240448 -0.9640052914619446 -0.10771677643060684 0.9665629863739014 -0.2327074557542801 , 91.35140478610992 66.50076061487198 1040.982723236084, -1
48, 1587, 6, 1, -0.8982511758804321 -0.42762455344200134 0.1014009565114975 -0.18036605417728424 0.14829877018928528 -0.9723557829856873 0.40076544880867004 -0.8917088508605957 -0.2103385031223297 , 53.691159933805466 131.1916708946228 971.5460538864136, -1
48, 1587, 14, 1, 0.9681082963943481 0.22883178293704987 0.10199139267206192 0.15239998698234558 -0.21478094160556793 -0.9646986126899719 -0.19884786009788513 0.9494763016700745 -0.24280518293380737 , 110.66819727420807 -31.221861019730568 1013.5688781738281, -1
48, 1587, 19, 1, -0.7867589592933655 -0.6164309978485107 -0.03199436515569687 0.19795794785022736 -0.30107271671295166 0.932827889919281 -0.5846564769744873 0.7275770902633667 0.35889899730682373 , -74.08685982227325 125.38108229637146 918.3236956596375, -1
48, 1587, 20, 1, -0.39550936222076416 -0.912334144115448 0.1059185191988945 -0.2260766327381134 -0.015069459564983845 -0.9739929437637329 0.8902032375335693 -0.40916919708251953 -0.2002972662448883 , -97.00458496809006 126.88590586185455 921.7537641525269, -1
48, 1588, 1, 1, 0.9836997389793396 0.1439383625984192 0.10778068751096725 0.13902108371257782 -0.22859454154968262 -0.9635443091392517 -0.11405305564403534 0.9628220796585083 -0.2448788285255432 , 91.05975180864334 66.49358570575714 1041.2631034851074, -1
48, 1588, 6, 1, -0.8988064527511597 -0.42586004734039307 0.10387659072875977 -0.1785999983549118 0.1393672674894333 -0.9740015864372253 0.40031126141548157 -0.8939911723136902 -0.20132286846637726 , 52.502769976854324 132.07349181175232 971.296489238739, -1
48, 1588, 14, 1, 0.9168433547019958 0.3874916732311249 0.09616917371749878 0.172639399766922 -0.16758881509304047 -0.9706233739852905 -0.3599916398525238 0.9065119624137878 -0.220549076795578 , 108.81856083869934 -29.995141550898552 1011.7714405059814, -1
48, 1588, 19, 1, -0.7317622900009155 -0.08701939135789871 0.6759819388389587 -0.09492243081331253 0.9951617121696472 0.02535228803753853 -0.6749175190925598 -0.04561398923397064 -0.7364819049835205 , 146.9590663909912 82.43123441934586 984.6403002738953, -1
48, 1588, 20, 1, -0.3941032290458679 -0.913953959941864 0.0968029722571373 -0.21810193359851837 -0.009315134957432747 -0.9758815169334412 0.8928126692771912 -0.405710905790329 -0.19566397368907928 , -98.36223721504211 127.19805538654327 921.2996959686279, -1
48, 1589, 1, 1, 0.9860016703605652 0.11725883185863495 0.11853679269552231 0.1420699805021286 -0.21872229874134064 -0.9653894305229187 -0.08727368712425232 0.9687161445617676 -0.23231954872608185 , 89.76179361343384 69.1138207912445 1040.8644676208496, -1
48, 1589, 6, 1, -0.9050864577293396 -0.4096292555332184 0.11411484330892563 -0.18825696408748627 0.1453728973865509 -0.9713010787963867 0.3812841773033142 -0.9005944728851318 -0.2086905986070633 , 52.212271839380264 133.68524610996246 970.9991812705994, -1
48, 1589, 14, 1, 0.9182931780815125 0.38388434052467346 0.09680205583572388 0.17416423559188843 -0.17213214933872223 -0.9695553183555603 -0.35553425550460815 0.9071953892707825 -0.2249266356229782 , 107.76124149560928 -28.683116659522057 1012.1151208877563, -1
48, 1589, 19, 1, -0.7240623831748962 -0.09296929836273193 0.683440089225769 -0.09335385262966156 0.9949657320976257 0.036444008350372314 -0.6833876371383667 -0.03741403669118881 -0.7290964722633362 , 146.2569683790207 83.95810425281525 984.5123291015625, -1
48, 1589, 20, 1, -0.3982776403427124 -0.9111620187759399 0.1056346669793129 -0.22491233050823212 -0.014639644883573055 -0.9742690324783325 0.889263391494751 -0.4117881655693054 -0.19910086691379547 , -98.32734614610672 128.62834334373474 920.6320643424988, -1
48, 1597, 1, 1, 0.9830392003059387 0.13595589995384216 0.12308547645807266 0.15177983045578003 -0.2264009714126587 -0.9621357917785645 -0.10294130444526672 0.9644991755485535 -0.24319642782211304 , 83.69437605142593 83.04113894701004 1044.033408164978, -1
48, 1597, 6, 1, -0.9144008159637451 -0.3900647461414337 0.10826294869184494 -0.17385831475257874 0.13689306378364563 -0.9752094149589539 0.36557433009147644 -0.9105547070503235 -0.19299113750457764 , 45.786306262016296 147.57999777793884 973.9348888397217, -1
48, 1597, 14, 1, 0.9262239336967468 0.36385685205459595 0.09857659041881561 0.1665787696838379 -0.16046321392059326 -0.972883939743042 -0.3381726145744324 0.9175292253494263 -0.20923568308353424 , 101.10878944396973 -13.167539611458778 1017.2282457351685, -1
48, 1597, 19, 1, -0.7293243408203125 -0.09127043932676315 0.6780530214309692 -0.10834645479917526 0.9939635992050171 0.017254970967769623 -0.6755348443984985 -0.0608801506459713 -0.734810471534729 , 140.21649956703186 98.57502579689026 988.3600473403931, -1
48, 1597, 20, 1, -0.4028092920780182 -0.9062399864196777 0.12835031747817993 -0.1974475234746933 -0.050891850143671036 -0.9789917469024658 0.8937333226203918 -0.4196893870830536 -0.15843512117862701 , -105.48370331525803 141.53343439102173 924.5484471321106, -1
48, 1605, 1, 1, 0.984452486038208 0.135168194770813 0.11217367649078369 0.1392090916633606 -0.21094270050525665 -0.9675350189208984 -0.10711777955293655 0.9681078195571899 -0.22647970914840698 , 98.46918284893036 68.61896067857742 1042.4760580062866, -1
48, 1605, 6, 1, -0.9143825173377991 -0.39258310198783875 0.09891156852245331 -0.1671214997768402 0.14348739385604858 -0.9754393100738525 0.36874839663505554 -0.9084547162055969 -0.19681134819984436 , 60.250915586948395 132.35218822956085 973.2152819633484, -1
48, 1605, 14, 1, 0.9076385498046875 0.41191956400871277 0.08071285486221313 0.16495904326438904 -0.17322169244289398 -0.9709699153900146 -0.3859802782535553 0.8946041464805603 -0.22517256438732147 , 115.1619702577591 -28.27601134777069 1014.0731334686279, -1
48, 1605, 19, 1, -0.7351929545402527 -0.06880711019039154 0.6743565201759338 -0.08464249223470688 0.996367335319519 0.009384623728692532 -0.6725524067878723 -0.05017968639731407 -0.7383462190628052 , 155.11661767959595 83.10004323720932 986.9477152824402, -1
48, 1605, 20, 1, -0.39415109157562256 -0.912325918674469 0.11093514412641525 -0.20889903604984283 -0.0286117997020483 -0.9775184988975525 0.8949893712997437 -0.4084642827510834 -0.17930667102336884 , -90.88996797800064 129.45765256881714 925.9242415428162, -1
48, 1608, 1, 1, 0.9820603132247925 0.15762795507907867 0.10349347442388535 0.13435883820056915 -0.1998409479856491 -0.9705727100372314 -0.13230717182159424 0.9670660495758057 -0.2174346148967743 , 100.13894736766815 64.895860850811 1042.4177646636963, -1
48, 1608, 6, 1, -0.8996888995170593 -0.42671796679496765 0.09204135090112686 -0.16642847657203674 0.1403747797012329 -0.9760103225708008 0.40356093645095825 -0.8934240937232971 -0.19731172919273376 , 61.0201433300972 128.74513864517212 972.3724722862244, -1
48, 1608, 14, 1, 0.9676591157913208 0.24020585417747498 0.0770525336265564 0.12992580235004425 -0.21275047957897186 -0.9684299826622009 -0.21622951328754425 0.9471211433410645 -0.23707887530326843 , 116.88689887523651 -32.643456012010574 1015.4080390930176, -1
48, 1608, 19, 1, -0.7294983863830566 -0.07378779351711273 0.679990828037262 -0.08917001634836197 0.9959388375282288 0.01241017784923315 -0.6781451106071472 -0.05158153921365738 -0.7331154346466064 , 155.65699338912964 78.80491018295288 985.8306646347046, -1
48, 1608, 20, 1, -0.3883834481239319 -0.9173094630241394 0.08775756508111954 -0.20878511667251587 -0.005160272121429443 -0.9779478311538696 0.8975340127944946 -0.3981412649154663 -0.18951645493507385 , -89.44515138864517 127.31924653053284 925.3423810005188, -1
48, 1609, 1, 1, 0.9874716401100159 0.12547779083251953 0.0956835076212883 0.11947077512741089 -0.19837211072444916 -0.9728181958198547 -0.10308603942394257 0.9720617532730103 -0.21087774634361267 , 99.21480715274811 64.56845998764038 1042.709231376648, -1
48, 1609, 6, 1, -0.9031969904899597 -0.4219619333744049 0.07863406091928482 -0.15691761672496796 0.1540866196155548 -0.9755175113677979 0.399514764547348 -0.8934235572814941 -0.20538388192653656 , 61.251141130924225 128.7391185760498 973.3526706695557, -1
48, 1609, 14, 1, 0.9892545938491821 0.11732091009616852 0.08724101632833481 0.11217492073774338 -0.22637660801410675 -0.9675589203834534 -0.09376561641693115 0.966948390007019 -0.23710456490516663 , 114.99469727277756 -33.54926034808159 1017.3367261886597, -1
48, 1609, 19, 1, -0.7325911521911621 -0.07280649989843369 0.6767639517784119 -0.09082844853401184 0.9958275556564331 0.008810392580926418 -0.6745815277099609 -0.05501500889658928 -0.7361473441123962 , 154.76635098457336 78.14502716064453 984.9807024002075, -1
48, 1609, 20, 1, 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 , 0.0 0.0 0.0, -1
48, 1611, 1, 1, 0.9883627891540527 0.11723308265209198 0.09692908823490143 0.11835502833127975 -0.19238324463367462 -0.9741565585136414 -0.09555583447217941 0.9742920994758606 -0.20401957631111145 , 96.41624987125397 64.5645335316658 1042.4282550811768, -1
48, 1611, 6, 1, -0.8963247537612915 -0.4387628436088562 0.06394535303115845 -0.1475568562746048 0.1591697484254837 -0.9761618375778198 0.418125182390213 -0.8843936920166016 -0.2074102759361267 , 59.37265232205391 128.1537562608719 972.9070663452148, -1
48, 1611, 14, 1, 0.7731350064277649 -0.629439651966095 0.07789718359708786 -0.08892542123794556 -0.2291848212480545 -0.9693124294281006 0.627976655960083 0.7424823045730591 -0.2331639677286148 , 110.26433855295181 -36.15107014775276 1026.0722637176514, -1
48, 1611, 19, 1, -0.7462708353996277 -0.06424061208963394 0.6625351905822754 -0.08033514767885208 0.9967488646507263 0.006158145144581795 -0.6607767343521118 -0.0486292690038681 -0.7490054965019226 , 152.3413509130478 77.20262557268143 983.9639067649841, -1
48, 1611, 20, 1, -0.39220622181892395 -0.9143462181091309 0.10072239488363266 -0.2049267292022705 -0.019894976168870926 -0.9785751104354858 0.8967605233192444 -0.4044439494609833 -0.17957107722759247 , -93.10906380414963 127.75169312953949 926.1088371276855, -1
48, 1619, 1, 1, 0.9866794943809509 0.1403268724679947 0.08229085803031921 0.11065872758626938 -0.20818369090557098 -0.9718096852302551 -0.11923948675394058 0.9679709672927856 -0.22093896567821503 , 91.59216284751892 57.94031172990799 1041.864037513733, -1
48, 1619, 6, 1, -0.9075669050216675 -0.41186049580574036 0.08181053400039673 -0.1591484546661377 0.15708968043327332 -0.9746767282485962 0.38857921957969666 -0.8976044058799744 -0.20811638236045837 , 54.2135126888752 123.4765350818634 972.9375839233398, -1
48, 1619, 14, 1, 0.7523711323738098 -0.6551032662391663 0.0691206231713295 -0.10294241458177567 -0.22056470811367035 -0.969924807548523 0.6506465077400208 0.7226278185844421 -0.2333844155073166 , 104.28550839424133 -41.71375557780266 1025.7582664489746, -1
48, 1619, 19, 1, -0.7780430316925049 -0.6215013861656189 -0.09157079458236694 0.0921238511800766 -0.25706565380096436 0.9619929790496826 -0.6214197278022766 0.7400360107421875 0.2572632133960724 , -76.12344622612 124.08128380775452 921.6302037239075, -1
48, 1619, 20, 1, -0.3951115906238556 -0.913329541683197 0.09856929630041122 -0.19535380601882935 -0.021307511255145073 -0.9805012941360474 0.8976211547851562 -0.40666335821151733 -0.17000360786914825 , -97.98333793878555 123.271144926548 926.001250743866, -1
48, 1622, 1, 1, 0.9889914393424988 0.12161397933959961 0.08429665863513947 0.10849708318710327 -0.20860663056373596 -0.9719626903533936 -0.10061949491500854 0.9704087972640991 -0.2195049226284027 , 91.76984429359436 57.71320313215256 1041.7325496673584, -1
48, 1622, 6, 1, -0.9081893563270569 -0.4122960865497589 0.07213997840881348 -0.14964798092842102 0.1588858664035797 -0.9758897423744202 0.39089348912239075 -0.8970881700515747 -0.20599770545959473 , 55.725254118442535 123.03555011749268 972.6609587669373, -1
48, 1622, 14, 1, 0.7551801204681396 -0.6512653231620789 0.07454163581132889 -0.10185012966394424 -0.2289072424173355 -0.9681054949760437 0.6475566029548645 0.7235018014907837 -0.23919764161109924 , 105.65018653869629 -42.14616119861603 1025.1182317733765, -1
48, 1622, 19, 1, -0.7467990517616272 -0.044386569410562515 0.6635670065879822 -0.07311536371707916 0.9972018003463745 -0.015582596883177757 -0.661018431186676 -0.060153890401124954 -0.747954785823822 , 148.13198149204254 71.43494486808777 985.278069972992, -1
48, 1622, 20, 1, 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 , 0.0 0.0 0.0, -1
48, 1624, 1, 1, 0.9838045835494995 0.1564476490020752 0.0874801054596901 0.11925704032182693 -0.20695491135120392 -0.9710548520088196 -0.13381482660770416 0.9657608270645142 -0.2222604900598526 , 94.66308355331421 56.87280371785164 1041.4503812789917, -1
48, 1624, 6, 1, -0.9094152450561523 -0.41073399782180786 0.06528259068727493 -0.14182761311531067 0.1587243527173996 -0.977083146572113 0.3909592628479004 -0.8978331089019775 -0.20259974896907806 , 56.7963607609272 122.12476879358292 972.7292060852051, -1
48, 1624, 14, 1, 0.9865303635597229 0.15655548870563507 0.04741773381829262 0.07845135778188705 -0.19845469295978546 -0.9769654273986816 -0.14353910088539124 0.9675257205963135 -0.20806369185447693 , 109.44931209087372 -39.964739233255386 1016.381025314331, -1
48, 1624, 19, 1, -0.7473680377006531 -0.053645819425582886 0.662240743637085 -0.0786113440990448 0.996873676776886 -0.007963181473314762 -0.6597432494163513 -0.05801105871796608 -0.749248743057251 , 150.00545978546143 69.91982460021973 983.690083026886, -1
48, 1624, 20, 1, -0.39477214217185974 -0.9142212867736816 0.09140174835920334 -0.19674071669578552 -0.013059875927865505 -0.980368435382843 0.8974676132202148 -0.40500447154045105 -0.1747090220451355 , -95.0223058462143 122.50752747058868 926.3203740119934, -1
48, 1626, 1, 1, 0.9876285195350647 0.13397222757339478 0.08149489760398865 0.10918206721544266 -0.21445795893669128 -0.9706116318702698 -0.11255774646997452 0.9675014615058899 -0.2264321744441986 , 95.30895948410034 56.70670419931412 1040.8450365066528, -1
48, 1626, 6, 1, -0.909361720085144 -0.4102606773376465 0.06890003383159637 -0.14453859627246857 0.15628382563591003 -0.9770793914794922 0.3900892734527588 -0.8984773755073547 -0.20141705870628357 , 58.23173746466637 122.05833196640015 972.3547697067261, -1
48, 1626, 14, 1, 0.9328582286834717 0.35464122891426086 0.06328591704368591 0.13881617784500122 -0.19176828861236572 -0.9715734124183655 -0.33242371678352356 0.9151253700256348 -0.2281225323677063 , 109.23045873641968 -41.0764180123806 1013.656497001648, -1
48, 1626, 19, 1, -0.7546757459640503 -0.04331260547041893 0.6546664834022522 -0.0663096234202385 0.997744619846344 -0.010428687557578087 -0.6527383327484131 -0.05128095671534538 -0.7558457255363464 , 150.99672973155975 69.79619711637497 982.8413128852844, -1
48, 1626, 20, 1, -0.3895243704319 -0.9168593883514404 0.08740576356649399 -0.1995917409658432 -0.00861409679055214 -0.9798413515090942 0.8991294503211975 -0.39911749958992004 -0.17964226007461548 , -94.44710612297058 122.49591946601868 926.7363548278809, -1
48, 1631, 1, 1, 0.9830072522163391 0.16211345791816711 0.08611513674259186 0.1203000396490097 -0.2145851105451584 -0.969268262386322 -0.1386524885892868 0.9631575345993042 -0.23044097423553467 , 99.55959022045135 54.442375898361206 1039.723515510559, -1
48, 1631, 6, 1, -0.9056158661842346 -0.41831716895103455 0.0697908103466034 -0.1499616503715515 0.16192908585071564 -0.9753411412239075 0.3967009484767914 -0.8937503099441528 -0.20937705039978027 , 61.3010935485363 119.74405497312546 970.8427786827087, -1
48, 1631, 14, 1, 0.9779688715934753 0.19933085143566132 0.061999522149562836 0.10882773250341415 -0.2333887219429016 -0.9662744402885437 -0.1781383603811264 0.9517335891723633 -0.2499396651983261 , 114.45166915655136 -42.9389663040638 1014.0814781188965, -1
48, 1631, 19, 1, -0.7896235585212708 -0.6135464906692505 0.007441484369337559 0.2184557169675827 -0.26977431774139404 0.9378160238265991 -0.5733861923217773 0.7421473264694214 0.3470529317855835 , -67.28869676589966 117.79139935970306 921.4475154876709, -1
48, 1631, 20, 1, -0.38419875502586365 -0.9204152226448059 0.07229816168546677 -0.20213192701339722 0.0074478317983448505 -0.9793300032615662 0.9008517861366272 -0.39087116718292236 -0.18890678882598877 , -90.39785712957382 119.11391466856003 924.877405166626, -1
48, 1639, 1, 1, 0.9873021245002747 0.12860973179340363 0.09324254095554352 0.11971530318260193 -0.21656562387943268 -0.968900203704834 -0.10441690683364868 0.9677597284317017 -0.2292122095823288 , 103.75682264566422 59.905219823122025 1036.6666316986084, -1
48, 1639, 6, 1, -0.8811115026473999 -0.47069013118743896 0.045753370970487595 -0.144613578915596 0.17606192827224731 -0.9736987352371216 0.45025497674942017 -0.8645536303520203 -0.22319836914539337 , 64.98870253562927 123.63775819540024 968.331515789032, -1
48, 1639, 14, 1, 0.857650637626648 -0.5100893378257751 -0.06514448672533035 0.15742255747318268 0.13983748853206635 0.9775804281234741 -0.4895438253879547 -0.8486779928207397 0.20023134350776672 , 120.57196348905563 -39.207130670547485 1007.3610544204712, -1
48, 1639, 19, 1, -0.7765074372291565 -0.06818000972270966 0.6264083981513977 -0.08092324435710907 0.9966868162155151 0.008168235421180725 -0.6248898506164551 -0.04434836655855179 -0.7794521450996399 , 159.7190946340561 72.59935885667801 977.7470231056213, -1
48, 1639, 20, 1, -0.3714941442012787 -0.9240623712539673 0.09000346064567566 -0.20513968169689178 -0.012849265709519386 -0.9786483645439148 0.9054886698722839 -0.38202542066574097 -0.18478849530220032 , -87.65554428100586 122.8836253285408 924.0784049034119, -1
48, 1641, 1, 1, 0.9832080006599426 0.15933866798877716 0.08895459026098251 0.12245407700538635 -0.21465137600898743 -0.9689838886260986 -0.13530233502388 0.9636057615280151 -0.2305586040019989 , 103.17187011241913 60.459647327661514 1036.3062620162964, -1
48, 1641, 6, 1, -0.9041010737419128 -0.4207398593425751 0.07469505816698074 -0.1516362875699997 0.15246152877807617 -0.9766075015068054 0.3995095193386078 -0.8942782282829285 -0.20164017379283905 , 63.73389810323715 125.16818940639496 968.2539105415344, -1
48, 1641, 14, 1, 0.9184644222259521 0.3883967995643616 0.074637770652771 0.14872276782989502 -0.1643029749393463 -0.9751337766647339 -0.3664757013320923 0.9067262411117554 -0.20866987109184265 , 117.35467612743378 -37.71606087684631 1008.793830871582, -1
48, 1641, 19, 1, -0.7674418091773987 -0.05939106643199921 0.6383617520332336 -0.0816800445318222 0.996643602848053 -0.005471640732139349 -0.6358942985534668 -0.056340593844652176 -0.7697170972824097 , 158.33137929439545 73.7554207444191 977.7605533599854, -1
48, 1641, 20, 1, -0.3784550130367279 -0.920752227306366 0.09479982405900955 -0.19924122095108032 -0.018982097506523132 -0.9797666668891907 0.903921902179718 -0.38968566060066223 -0.17626792192459106 , -88.91086280345917 124.08990412950516 923.8295555114746, -1
48, 1643, 1, 1, 0.9827020764350891 0.1662505865097046 0.08159010857343674 0.11296483874320984 -0.18901170790195465 -0.9754555225372314 -0.14674852788448334 0.9677992463111877 -0.2045227289199829 , 101.3529971241951 63.3254274725914 1037.0662212371826, -1
48, 1643, 6, 1, -0.8981545567512512 -0.43468520045280457 0.06608232855796814 -0.14341740310192108 0.147561714053154 -0.9785994291305542 0.4156314432621002 -0.8884112238883972 -0.1948746144771576 , 62.507569789886475 126.57111883163452 968.2215452194214, -1
48, 1643, 14, 1, 0.9125855565071106 0.40437865257263184 0.060540955513715744 0.1406376212835312 -0.1713978350162506 -0.9751123189926147 -0.3839380443096161 0.8983878493309021 -0.21328607201576233 , 116.64604395627975 -35.823896527290344 1009.0494155883789, -1
48, 1643, 19, 1, -0.7842833995819092 -0.0763499066233635 0.6156868934631348 -0.09361466020345688 0.9955995678901672 0.004212435334920883 -0.6132993698120117 -0.05433352664113045 -0.7879796624183655 , 156.023308634758 75.51166415214539 978.0908823013306, -1
48, 1643, 20, 1, -0.37950369715690613 -0.9187285304069519 0.10915631800889969 -0.20417900383472443 -0.03190644085407257 -0.9784137010574341 0.9023790955543518 -0.39359888434410095 -0.17547640204429626 , -91.52010828256607 125.05899369716644 924.8546957969666, -1
48, 1644, 1, 1, 0.9820543527603149 0.1619345098733902 0.09667663276195526 0.1291518211364746 -0.20388060808181763 -0.9704392552375793 -0.1374371200799942 0.9655103087425232 -0.22113598883152008 , 99.7982993721962 62.002673745155334 1037.3984575271606, -1
48, 1644, 6, 1, -0.9042354822158813 -0.4205756187438965 0.07398949563503265 -0.15166476368904114 0.15432174503803253 -0.976310670375824 0.39919430017471313 -0.8940362334251404 -0.20332978665828705 , 60.14902889728546 126.11377239227295 967.5619602203369, -1
48, 1644, 14, 1, 0.987327516078949 0.14581900835037231 0.06261957436800003 0.095012366771698 -0.2271023988723755 -0.9692248702049255 -0.12711048126220703 0.9628920555114746 -0.23807911574840546 , 115.568608045578 -35.558175295591354 1012.4855041503906, -1
48, 1644, 19, 1, -0.7646191716194153 -0.06315772235393524 0.6413803100585938 -0.09404052793979645 0.9954687356948853 -0.014084798283874989 -0.6375845670700073 -0.07108528167009354 -0.7670938968658447 , 155.37869930267334 75.33413171768188 978.3334136009216, -1
48, 1644, 20, 1, -0.37893640995025635 -0.9181628227233887 0.11568886786699295 -0.18490822613239288 -0.04736991599202156 -0.9816135168075562 0.9067613482475281 -0.3933609127998352 -0.1518256664276123 , -91.82331711053848 125.09068846702576 924.1995811462402, -1
48, 1645, 1, 1, 0.9797592163085938 0.17898429930210114 0.0896477997303009 0.12690138816833496 -0.20898963510990143 -0.9696491360664368 -0.15481652319431305 0.9613990187644958 -0.22747285664081573 , 99.0547314286232 61.962343752384186 1037.4126434326172, -1
48, 1645, 6, 1, -0.8989746570587158 -0.4330361485481262 0.06575842946767807 -0.13862352073192596 0.1388774812221527 -0.9805595278739929 0.4154852330684662 -0.8906136155128479 -0.18487633764743805 , 59.97510999441147 126.57810747623444 968.6712026596069, -1
48, 1645, 14, 1, 0.7727116942405701 -0.6302462220191956 0.07553713023662567 -0.09079108387231827 -0.22751587629318237 -0.9695326685905457 0.6282303929328918 0.7423113584518433 -0.2330249696969986 , 113.30142617225647 -37.022437900304794 1021.7858552932739, -1
48, 1645, 19, 1, -0.7608931660652161 -0.06325668096542358 0.645786464214325 -0.09921439737081528 0.994875967502594 -0.019447633996605873 -0.6412473320960999 -0.07886890321969986 -0.7632702589035034 , 153.66069972515106 75.28313249349594 977.2679805755615, -1
48, 1645, 20, 1, -0.3803199529647827 -0.9183089137077332 0.10984305292367935 -0.1843661516904831 -0.04110537841916084 -0.9819977283477783 0.9062924385070801 -0.39372456073760986 -0.1536719650030136 , -93.14759075641632 125.09271502494812 924.4112968444824, -1
48, 1648, 1, 1, 0.9795820116996765 0.17995814979076385 0.08963300287723541 0.121270552277565 -0.17331652343273163 -0.9773715138435364 -0.16035111248493195 0.968285322189331 -0.19160139560699463 , 97.24260121583939 61.29921227693558 1038.0510091781616, -1
48, 1648, 6, 1, -0.8882598280906677 -0.4536034166812897 0.0723777562379837 -0.1524110734462738 0.1424039751291275 -0.9780039191246033 0.43331897258758545 -0.8797528743743896 -0.1956259310245514 , 57.71855264902115 124.71053004264832 969.6502685546875, -1
48, 1648, 14, 1, 0.10223560035228729 -0.9923716187477112 0.06889453530311584 -0.23368287086486816 -0.09127818048000336 -0.9680190086364746 0.9669229984283447 0.08286651223897934 -0.24123215675354004 , 103.74336689710617 -40.5435673892498 1026.6200304031372, -1
48, 1648, 19, 1, -0.7702286839485168 -0.06707505881786346 0.6342307329177856 -0.08847358822822571 0.996076226234436 -0.0021019061096012592 -0.6316013336181641 -0.05773160606622696 -0.7731409072875977 , 151.80470049381256 73.97083938121796 979.7654747962952, -1
48, 1648, 20, 1, 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 , 0.0 0.0 0.0, -1
48, 1649, 1, 1, 0.9841040968894958 0.15773321688175201 0.08160742372274399 0.11104734241962433 -0.18792954087257385 -0.975884735584259 -0.13859285414218903 0.9694342017173767 -0.20245800912380219 , 95.55117040872574 58.78565087914467 1038.0828380584717, -1
48, 1649, 6, 1, -0.900769829750061 -0.42870980501174927 0.06943786144256592 -0.1467621922492981 0.1500018835067749 -0.9777323007583618 0.40874752402305603 -0.8909025192260742 -0.19803555309772491 , 56.29312992095947 123.17831814289093 970.2961444854736, -1
48, 1649, 14, 1, 0.8948042392730713 0.44354280829429626 0.050943318754434586 0.13944287598133087 -0.16925270855426788 -0.9756582975387573 -0.4241238236427307 0.8801267743110657 -0.21329692006111145 , 110.48063635826111 -38.46469894051552 1010.5909109115601, -1
48, 1649, 19, 1, 0.7196202874183655 0.22734220325946808 -0.6560962200164795 -0.19990506768226624 0.9727093577384949 0.1177908405661583 0.6649696230888367 0.046392250806093216 0.7454281449317932 , 135.49406826496124 72.6696103811264 968.7970280647278, -1
48, 1649, 20, 1, -0.37021732330322266 -0.926612913608551 0.06578515470027924 -0.19323848187923431 0.007551117800176144 -0.9811227321624756 0.9086242914199829 -0.37594085931777954 -0.1818528026342392 , -95.69517523050308 121.05467170476913 925.4997968673706, -1
48, 1724, 1, 1, 0.9834275841712952 0.1774400919675827 0.03722014278173447 0.06916957348585129 -0.17743629217147827 -0.9816985130310059 -0.16758845746517181 0.9680037498474121 -0.18676920235157013 , 87.70403265953064 36.16859391331673 1015.3286457061768, -1
48, 1724, 6, 1, -0.8824065923690796 -0.46984413266181946 0.024602942168712616 -0.1169094443321228 0.16831308603286743 -0.978776216506958 0.4557313024997711 -0.8665547966957092 -0.2034498155117035 , 49.619171768426895 101.13117098808289 949.3905305862427, -1
48, 1724, 14, 1, 0.46206405758857727 -0.8859903812408447 0.038962043821811676 -0.17510533332824707 -0.1342134326696396 -0.975358784198761 0.869387686252594 0.44385579228401184 -0.2171568125486374 , 91.59483760595322 -66.32623076438904 1003.8869380950928, -1
